"","longitude","latitude","elevation","min_dist","min_dist_idx"
"343",-47.3348693847656,-21.3974170684814,571,1154.08425874269,1745
"344",-47.3341636657715,-19.7316303253174,1071,507.183317271539,1823
"345",-47.3340492248535,-23.3230323791504,622,250.673562041215,1656
"346",-47.333740234375,-22.4381637573242,668,390.184880940811,1697
"347",-47.3335075378418,-21.9176273345947,595,767.681986522,1721
"348",-47.3333320617676,-23.6871471405029,913,402.168459954982,1639
"349",-47.3327331542969,-20.5640239715576,950,388.598265997555,1784
"350",-47.3325653076172,-19.5750961303711,1101,182.938484080909,1830
"351",-47.331127166748,-19.4185981750488,1070,821.189315852326,1837
"352",-47.3310279846191,-22.8018321990967,607,641.309759493028,1680
"353",-47.3304138183594,-20.4073524475098,792,1055.07944255972,1791
"354",-47.330020904541,-21.7605438232422,737,962.927878526904,1729
"355",-47.3297805786133,-22.2810115814209,620,1091.0153552764,1704
"356",-47.3297805786133,-19.2621421813965,993,978.790124342473,1845
"357",-47.3290672302246,-23.1656475067139,532,946.469618952519,1663
"358",-47.3289680480957,-21.0836238861084,721,340.595663463501,1760
"359",-47.3285827636719,-19.1057281494141,867,488.796204513521,1852
"360",-47.3283653259277,-20.250659942627,861,798.54749748768,1799
"361",-47.3279075622559,-23.5296592712402,842,1211.93579262341,1646
"362",-47.3276329040527,-23.8938331604004,896,1143.29915404018,1630
"363",-47.3266868591309,-21.6035671234131,711,617.038191228019,1736
"364",-47.3266296386719,-22.6445655822754,581,1187.44115621464,1688
"365",-47.3263664245605,-20.0940361022949,657,599.988041538475,1806
"366",-47.3263244628906,-20.9267959594727,763,970.131408598939,1767
"367",-47.3258056640625,-22.1238918304443,616,906.263085069359,1712
"368",-47.3245086669922,-19.9374351501465,957,993.723866345962,1813
"369",-47.3242874145508,-23.0083274841309,586,1123.21711692348,1671
"370",-47.3237533569336,-20.77001953125,781,1298.98151520777,1775
"371",-47.3235244750977,-21.4466533660889,593,992.483823078203,1743
"372",-47.3227653503418,-19.7808723449707,994,1503.06908505092,1821
"373",-47.322696685791,-23.3722286224365,650,1109.23110191899,1654
"374",-47.322380065918,-22.4873809814453,642,1062.4665678525,1695
"375",-47.3221626281738,-21.9668292999268,598,1035.58965690443,1719
"376",-47.3219680786133,-23.7363224029541,932,1093.43855182889,1637
"377",-47.3213386535645,-20.6132831573486,824,1149.64361157179,2014
"378",-47.321174621582,-19.6243209838867,1123,1203.25514072456,2060
"379",-47.3204917907715,-21.2897281646729,755,1514.9498353861,1982
"380",-47.3197708129883,-19.467845916748,1102,955.556431505975,2067
"381",-47.3196601867676,-22.8510265350342,607,936.712327278411,1910
"382",-47.3190460205078,-20.4565773010254,775,941.976666581775,2021
"383",-47.318660736084,-21.8097476959229,678,1137.40089393086,1958
"384",-47.3183631896973,-22.3301982879639,629,888.641756568412,1934
"385",-47.3177528381348,-23.2148513793945,542,767.561191948781,1893
"386",-47.3175773620605,-21.1328468322754,712,934.585071189809,1990
"387",-47.316967010498,-20.2999210357666,756,1205.282964889,2028
"388",-47.3165664672852,-23.5788288116455,932,764.044359161901,1876
"389",-47.3163070678711,-23.9430446624756,755,890.796793213264,1859
"390",-47.3153114318848,-21.6528186798096,791,1052.65551442013,1966
"391",-47.3152885437012,-22.6937637329102,563,828.074356878396,1917
"392",-47.3149604797363,-20.1432476043701,632,854.912020798746,2036
"393",-47.3149147033691,-20.9760589599609,750,450.670761538723,1997
"394",-47.3144454956055,-22.1730918884277,658,1158.10342433067,1941
"395",-47.3131332397461,-19.9866847991943,1005,273.613902765211,2043
"396",-47.3129234313965,-23.0575065612793,608,970.643354183337,1900
"397",-47.3123588562012,-20.8192539215088,801,765.021452970146,2004
"398",-47.3121376037598,-21.4958629608154,609,292.622410980097,1973
"399",-47.3113632202148,-23.4214210510254,677,1192.70638930247,1883
"400",-47.3113632202148,-19.8301010131836,1134,567.715709155878,2050
"401",-47.3110084533691,-22.5365600585938,620,1007.29065236716,1925
"402",-47.310791015625,-22.0160293579102,578,606.547935312473,1949
"403",-47.3106384277344,-23.7855167388916,1039,974.233147364784,1867
"404",-47.3099327087402,-20.6625137329102,753,989.383560026896,2012
"405",-47.3090858459473,-21.3389320373535,703,465.603990355667,1980
"406",-47.3083724975586,-19.51708984375,1069,602.998585086076,2065
"407",-47.308292388916,-22.900218963623,622,767.181803392324,1908
"408",-47.3076782226562,-20.5057678222656,905,443.140795115312,2019
"409",-47.3072624206543,-21.8590183258057,656,357.30672903199,1956
"410",-47.3069801330566,-19.3606338500977,1050,383.123028410111,2072
"411",-47.3069686889648,-22.3793983459473,646,479.383022841808,1932
"412",-47.3063812255859,-23.2640380859375,577,641.234974006821,1891
"413",-47.3062477111816,-21.1820888519287,741,1200.87139829258,1987
"414",-47.3057670593262,-19.2041873931885,879,865.601914573677,2079
"415",-47.305534362793,-20.3491287231445,729,619.854955708897,2026
"416",-47.3052406311035,-23.6280345916748,860,600.684095298509,1874
"417",-47.3049354553223,-23.9922275543213,686,587.199948514379,1857
"418",-47.3046798706055,-19.0478172302246,963,1229.64348566681,2087
"419",-47.3039283752441,-21.7020149230957,737,1042.06567742257,1963
"420",-47.3039169311523,-22.7429733276367,570,692.491104793433,1915
"421",-47.3031692504883,-22.2223167419434,706,869.802612704828,1939
