"","longitude","latitude","elevation","min_dist","min_dist_idx"
"2402",-46.3447532653809,-22.9765148162842,862,506.990445768228,12338
"2403",-46.3438186645508,-22.8203353881836,945,1000.5878703334,12345
"2404",-46.3430061340332,-22.6642017364502,1351,846.743060486732,12353
"2405",-46.3423652648926,-22.5080947875977,1330,258.083977896674,12360
"2406",-46.3421096801758,-20.637077331543,875,558.968454659693,12447
"2407",-46.341667175293,-20.7928600311279,776,1111.08832970478,12440
"2408",-46.3413124084473,-22.1959686279297,1063,939.536862508267,12374
"2409",-46.3410720825195,-23.9633865356445,19,802.138213065487,12292
"2410",-46.3409271240234,-21.1044540405273,1094,172.138220387324,12425
"2411",-46.3407287597656,-21.2603225708008,877,406.019540206415,12418
"2412",-46.3405799865723,-21.416202545166,935,971.763266872517,12411
"2413",-46.3405723571777,-21.72802734375,1042,294.419946631442,12396
"2414",-46.3405380249023,-21.5720481872559,932,865.689344239215,12403
"2415",-46.3393898010254,-23.807014465332,444,991.062425026254,12300
"2416",-46.3393211364746,-19.1300563812256,898,665.121472464577,12517
"2417",-46.3381843566895,-19.2855777740479,969,1204.30853680861,12510
"2418",-46.3378868103027,-23.6506614685059,819,501.78585348232,12307
"2419",-46.337028503418,-19.4411106109619,1064,836.749222648335,12502
"2420",-46.3364372253418,-23.4943809509277,751,573.866453008312,12314
"2421",-46.3359375,-19.5966796875,995,587.769064426418,12495
"2422",-46.3351669311523,-23.3381042480469,738,1084.74575167355,12321
"2423",-46.3349876403809,-19.752290725708,1144,754.170235707473,12488
"2424",-46.3340301513672,-19.907865524292,1098,1176.39943245884,12481
"2425",-46.3340187072754,-23.1818943023682,829,1189.15570408003,12329
"2426",-46.3323516845703,-20.2191867828369,813,1017.92000797643,12466
"2427",-46.3320655822754,-22.869499206543,1080,1005.34987966391,12343
"2428",-46.331657409668,-20.3748645782471,798,1013.65271352246,12459
"2429",-46.3310165405273,-20.5305652618408,1183,1270.99742853052,12452
"2430",-46.3299217224121,-20.8420505523682,889,1205.35581977921,12669
"2431",-46.3295822143555,-22.2451782226562,1035,1040.70561773953,12604
"2432",-46.3295669555664,-20.9978561401367,1018,1007.59866186043,12662
"2433",-46.3292579650879,-22.0891399383545,1134,1288.91738775773,12611
"2434",-46.3292198181152,-21.1536750793457,961,1099.74640836136,12655
"2435",-46.3290023803711,-21.3094787597656,825,1434.29204322084,12648
"2436",-46.3289566040039,-21.9331645965576,1115,1354.56863240345,12619
"2437",-46.3288764953613,-19.0237846374512,1043,1223.26858835547,12754
"2438",-46.3288497924805,-21.4653930664062,832,1194.15282042744,12640
"2439",-46.3288459777832,-21.7772178649902,1086,1013.00553037564,12626
"2440",-46.328784942627,-21.6213111877441,956,941.977803664283,12633
"2441",-46.3276786804199,-23.8561973571777,106,1101.8529042989,12529
"2442",-46.3276443481445,-19.1792755126953,869,1349.22678660768,12746
"2443",-46.3261642456055,-23.6998691558838,823,1221.03096090921,12537
"2444",-46.3247146606445,-23.5435733795166,749,654.615812525811,12544
"2445",-46.3242301940918,-19.6458759307861,993,681.172504161354,12725
"2446",-46.3234558105469,-23.3873023986816,812,422.236533460737,12551
"2447",-46.3223152160645,-19.9570789337158,1021,852.543418992522,12710
"2448",-46.3222999572754,-23.2310523986816,965,843.007559588264,12558
"2449",-46.3214302062988,-20.1127414703369,828,316.025965162331,12703
"2450",-46.3212471008301,-23.0748691558838,872,999.530590995991,12566
"2451",-46.3199195861816,-20.4240875244141,875,820.214962433617,12689
"2452",-46.318717956543,-20.7355442047119,718,485.53943607489,12674
"2453",-46.3183517456055,-22.4503936767578,1235,1016.77267956889,12595
"2454",-46.3181838989258,-20.8912696838379,968,187.76218739053,12667
"2455",-46.3178443908691,-22.2943515777588,914,467.04792837979,12602
"2456",-46.3178291320801,-21.0470676422119,1078,670.328170686349,12660
"2457",-46.317497253418,-22.138334274292,1262,291.598236861789,12609
"2458",-46.3173179626465,-21.9823799133301,1112,783.968686717489,12616
"2459",-46.3172721862793,-21.3587074279785,867,686.977819690028,12645
"2460",-46.3171806335449,-19.0730400085449,940,958.631751315089,12751
"2461",-46.3171005249023,-21.8264179229736,1122,1113.56542599175,12624
"2462",-46.3170509338379,-21.6705093383789,1077,582.181621139844,12631
"2463",-46.3159675598145,-19.2285099029541,910,562.839379582224,12744
"2464",-46.3159332275391,-23.9053726196289,14,408.762913756344,12527
"2465",-46.3143997192383,-23.7490482330322,836,885.796609098182,12534
"2466",-46.3135948181152,-19.5395736694336,1007,923.994993767775,12730
"2467",-46.3129806518555,-23.5927333831787,792,1302.16568847558,12542
"2468",-46.3125534057617,-19.6951332092285,1024,1411.2766828634,12723
"2469",-46.3117065429688,-23.436487197876,778,969.661966581506,12549
"2470",-46.3115577697754,-19.8507213592529,1216,1083.24855580086,12715
"2471",-46.3106384277344,-20.0063095092773,1013,959.313255657819,12708
"2472",-46.3105392456055,-23.280252456665,792,968.681216886332,12556
"2473",-46.3095016479492,-23.1240615844727,941,1291.12317187998,12563
"2474",-46.3089561462402,-20.3175792694092,821,1456.64090935426,12926
"2475",-46.3086433410645,-22.9679069519043,964,1513.4090262813,12803
"2476",-46.3082046508789,-20.4732837677002,902,1359.67361561551,12918
"2477",-46.3078269958496,-22.811767578125,900,1093.62571213019,12810
"2478",-46.3075180053711,-20.6289806365967,911,1014.72040315645,12911
"2479",-46.30712890625,-22.655668258667,1408,921.316806821815,12817
"2480",-46.3066024780273,-22.4995994567871,1372,1112.95821611459,12824
"2481",-46.3065071105957,-20.9405002593994,1100,1141.54588754192,12897
"2482",-46.3061065673828,-22.3435573577881,969,1365.20883991826,12832
"2483",-46.3060722351074,-21.096263885498,1060,1343.52695540039,12889
"2484",-46.3057823181152,-21.2520999908447,900,929.039759777742,12882
"2485",-46.3055381774902,-21.4079475402832,892,750.888699040908,12875
"2486",-46.3054008483887,-21.5637607574463,925,955.929615840127,12868
"2487",-46.3053436279297,-21.875617980957,1049,967.524192973918,12853
"2488",-46.3053359985352,-21.7197036743164,1138,1391.75210879789,12861
"2489",-46.3042488098145,-19.2777423858643,1040,679.687057874532,12974
"2490",-46.3041839599609,-23.9545459747314,1,861.803988066338,12757
"2491",-46.3026351928711,-23.7982139587402,603,449.068978612562,12764
"2492",-46.3018684387207,-19.5887889862061,1070,1113.01635646473,12959
"2493",-46.3012619018555,-23.6419010162354,786,695.63390150302,12771
"2494",-46.2999420166016,-23.4856605529785,765,1174.06243053266,12779
"2495",-46.2998199462891,-19.8999176025391,1174,158.65666684049,12945
"2496",-46.2987976074219,-23.3294200897217,708,556.246856956677,12786
"2497",-46.2979888916016,-20.211181640625,778,1096.38972817912,12931
"2498",-46.2977752685547,-23.1732482910156,927,70.8347996401274,12793
"2499",-46.2972183227539,-20.366828918457,806,763.950254061679,12923
"2500",-46.2964973449707,-20.5224990844727,1030,281.344062005681,12916
"2501",-46.2960624694824,-22.8609294891357,1020,1172.54941793673,12808
"2502",-46.2952346801758,-20.8339233398438,821,941.517193907641,12902
"2503",-46.2950553894043,-19.0160045623779,1064,343.309661605676,12986
"2504",-46.2948379516602,-22.5488014221191,1363,358.247283088016,12822
"2505",-46.2947883605957,-20.9896965026855,975,1017.65495245985,12894
"2506",-46.2943992614746,-22.3927402496338,1156,734.791719322518,12829
"2507",-46.2940444946289,-21.3012561798096,815,468.314317379564,12880
"2508",-46.2940254211426,-22.2367515563965,1045,1273.41365035878,12836
"2509",-46.2938079833984,-22.0807495117188,1125,772.503797785422,12844
"2510",-46.2937965393066,-21.4571361541748,892,865.53688357151,12873
"2511",-46.2937622070312,-19.1714668273926,908,646.279918575504,12979
"2512",-46.2936363220215,-21.6130218505859,953,1196.37171150753,12865
"2513",-46.2936096191406,-21.9248085021973,1103,486.184888705191,12851
"2514",-46.2935981750488,-21.7688961029053,1101,717.299935714849,12858
"2515",-46.2913055419922,-19.482479095459,1072,1151.03398049962,12964
"2516",-46.2909088134766,-23.8473968505859,257,1015.91020928538,12762
"2517",-46.2895240783691,-23.6911067962646,806,908.47931140738,12769
"2518",-46.2891311645508,-19.7935962677002,1105,962.117257047842,12950
"2519",-46.2882041931152,-23.5348510742188,746,1180.54298132515,12776
"2520",-46.2880935668945,-19.9491310119629,1053,1264.37154131561,12943
"2521",-46.2870712280273,-23.3786182403564,764,1575.70311614995,13015
"2522",-46.2860412597656,-23.2224082946777,830,1148.26392322157,13023
"2523",-46.2854652404785,-20.4160499572754,854,903.683601737543,13153
"2524",-46.2847518920898,-20.5717258453369,1214,952.185167637952,13146
"2525",-46.2843284606934,-22.9101371765137,968,964.396303013815,13037
"2526",-46.2840995788574,-20.7274475097656,837,1273.45590898408,13139
"2527",-46.2834854125977,-20.8831405639648,931,1079.00256538291,13131
"2528",-46.2833480834961,-19.065258026123,1041,915.006973882172,13216
"2529",-46.2830390930176,-21.0389080047607,1022,703.433249405165,13124
"2530",-46.2826690673828,-22.441930770874,1376,615.010573172834,13059
"2531",-46.2823028564453,-21.3504829406738,838,1021.94566362753,13110
"2532",-46.2820739746094,-19.2207012176514,926,1256.26832878292,13209
"2533",-46.2820320129395,-22.1299438476562,1372,1224.40128743922,13073
"2534",-46.2819557189941,-21.9740238189697,1153,903.035142606066,13081
"2535",-46.2818374633789,-21.81809425354,1081,547.184125701796,13088
"2536",-46.2795715332031,-19.5317115783691,1007,360.294522573215,13194
"2537",-46.2791481018066,-23.8965702056885,24,1074.93899021881,12991
"2538",-46.2784614562988,-19.6872406005859,998,362.617153794188,13187
"2539",-46.2777442932129,-23.7402858734131,835,742.013424874725,12999
"2540",-46.2764587402344,-23.5840110778809,753,127.009934436815,13006
"2541",-46.2764015197754,-19.9983615875244,961,1013.06782191673,13172
"2542",-46.275390625,-20.1539897918701,787,493.215032472688,13165
"2543",-46.2753105163574,-23.4278030395508,717,503.569555234729,13013
"2544",-46.2745704650879,-20.3095722198486,820,234.170006121258,13158
"2545",-46.2742652893066,-23.2716083526611,702,1113.80780185894,13020
"2546",-46.2737426757812,-20.4652462005615,880,682.143566838756,13151
"2547",-46.2733497619629,-23.1154537200928,879,794.010282735325,13028
"2548",-46.2729721069336,-20.6209144592285,1148,1215.76564549956,13144
"2549",-46.2723579406738,-20.7766361236572,755,828.23881569833,13136
"2550",-46.2717933654785,-20.9323711395264,1065,531.896107726719,13129
"2551",-46.2713241577148,-22.6471710205078,1445,1202.1655353109,13049
"2552",-46.2712707519531,-21.0881042480469,1059,700.129939371464,13122
"2553",-46.2709083557129,-22.4911365509033,1395,959.948690230315,13057
"2554",-46.2708892822266,-21.2439079284668,834,1143.98205999834,13115
"2555",-46.2705574035645,-21.3997230529785,918,1074.93733397289,13107
"2556",-46.2703437805176,-19.2699337005615,1069,880.898943020125,13206
"2557",-46.270320892334,-21.5555038452148,937,732.360395398509,13100
"2558",-46.2701606750488,-21.7114143371582,1131,731.385781357522,13093
"2559",-46.2700729370117,-21.8672943115234,1081,1081.85091127542,13086
"2560",-46.2678337097168,-19.580924987793,1027,1035.17333618494,13192
"2561",-46.2673835754395,-23.945743560791,6,1036.6657014675,12989
"2562",-46.2659683227539,-23.7894535064697,892,1483.37179880274,13227
"2563",-46.2656478881836,-19.8919982910156,1175,1382.42334499637,13408
"2564",-46.2647247314453,-23.6331787109375,776,1267.65938533172,13235
"2565",-46.2636680603027,-20.2032032012939,763,898.706075596362,13394
"2566",-46.2635307312012,-23.4769763946533,783,881.97366956517,13242
"2567",-46.2628211975098,-20.3588218688965,771,1085.3429512811,13387
"2568",-46.2625122070312,-23.3207740783691,699,857.291727009086,13249
"2569",-46.2616081237793,-23.1646404266357,944,1201.23297419395,13256
"2570",-46.261302947998,-20.670129776001,792,842.761246257509,13372
"2571",-46.2612648010254,-19.0082473754883,1091,1127.60604531293,13449
"2572",-46.2605934143066,-20.8258247375488,827,556.238832117303,13365
"2573",-46.2601280212402,-22.8523941040039,1022,546.312943900695,13271
"2574",-46.2600631713867,-20.9815673828125,873,736.274584194935,13358
"2575",-46.2599067687988,-19.1636848449707,935,641.400769503586,13442
"2576",-46.2595825195312,-22.6963672637939,1368,592.10618570406,13278
"2577",-46.2591400146484,-21.2930641174316,822,851.074102025132,13343
"2578",-46.2588005065918,-21.4489116668701,874,413.824592168512,13336
"2579",-46.2585487365723,-21.6047649383545,984,513.648977098838,13329
"2580",-46.2585334777832,-22.2283592224121,956,434.418209581377,13300
"2581",-46.2584190368652,-22.0723915100098,1111,454.384710287164,13307
"2582",-46.2583236694336,-21.9164848327637,1171,938.498884028209,13314
"2583",-46.2573280334473,-19.4746417999268,1154,663.628642332935,13428
"2584",-46.2556495666504,-23.9949321746826,29,313.778913568338,13219
"2585",-46.2550163269043,-19.7857036590576,1010,709.379803824903,13413
"2586",-46.2542266845703,-23.8386344909668,655,320.378722180119,13225
"2587",-46.2539100646973,-19.9412097930908,1071,227.288088168398,13406
"2588",-46.2529716491699,-23.6823844909668,791,941.54070147196,13232
"2589",-46.251781463623,-23.5261669158936,800,945.114763952444,13240
"2590",-46.2502670288086,-20.5636882781982,1088,662.754030347097,13377
"2591",-46.2495460510254,-19.0575008392334,1050,638.029341673001,13447
"2592",-46.2490463256836,-23.057689666748,997,1119.87940955905,13261
"2593",-46.2483825683594,-22.9016017913818,1127,1130.36057659616,13269
"2594",-46.2483024597168,-21.0307769775391,1025,1373.53583637324,13355
"2595",-46.2482109069824,-19.2129173278809,1028,771.020729887382,13440
"2596",-46.2478408813477,-22.7455615997314,1079,818.252666215152,13276
"2597",-46.2478179931641,-21.1865482330322,870,982.860479393275,13348
"2598",-46.2470512390137,-21.4980812072754,807,977.636769782017,13334
"2599",-46.2467880249023,-21.6539611816406,996,1372.85099652552,13327
"2600",-46.2466583251953,-21.9656982421875,1197,907.097112690696,13312
"2601",-46.246639251709,-21.8098030090332,1166,1173.97001306801,13319
"2602",-46.2466316223145,-22.1215858459473,1345,961.125172206721,13305
"2603",-46.2444038391113,-19.6793746948242,1105,1241.37299530421,13650
"2604",-46.2424507141113,-23.8878078460693,138,981.232542944915,13455
"2605",-46.2411804199219,-23.7315616607666,948,810.584987787042,13462
"2606",-46.2411231994629,-20.1460399627686,834,1292.03094135717,13629
"2607",-46.2402267456055,-20.3015918731689,851,1067.25413813919,13621
"2608",-46.2400169372559,-23.5753269195557,760,1066.97585232909,13469
"2609",-46.2389945983887,-23.4191570281982,655,1099.27949023043,13477
"2610",-46.2380714416504,-23.2629985809326,692,575.516485144178,13484
"2611",-46.23779296875,-19.1067085266113,1083,604.606866968744,13677
"2612",-46.2377777099609,-20.7685661315918,808,909.391634565789,13600
"2613",-46.2371292114258,-20.9242725372314,958,1100.24429478935,13592
"2614",-46.2365226745605,-21.0799732208252,1021,574.049944050476,13585
"2615",-46.2360649108887,-22.7947330474854,1035,1004.84371093692,13506
"2616",-46.2360534667969,-21.235746383667,805,253.70347958292,13578
"2617",-46.2356300354004,-21.391529083252,879,652.020100809361,13571
"2618",-46.2355918884277,-22.6387062072754,1469,437.350764106728,13513
"2619",-46.2351188659668,-19.4176006317139,1183,937.119908690234,13662
"2620",-46.2350463867188,-21.7031555175781,1095,668.216505969782,13556
"2621",-46.2350044250488,-22.3267364501953,1035,781.043978223964,13527
"2622",-46.2349128723145,-22.0148868560791,1363,496.051213778177,13542
"2623",-46.2348594665527,-21.859001159668,1127,151.307947680489,13549
"2624",-46.2338333129883,-19.5730857849121,1025,401.625762269474,13655
"2625",-46.2315101623535,-19.8841037750244,1132,689.186485589675,13641
"2626",-46.2306709289551,-23.9369812011719,8,1096.2587779566,13453
"2627",-46.2293853759766,-23.7807292938232,978,626.43538495819,13460
"2628",-46.2282676696777,-23.6244926452637,783,583.186433989919,13467
"2629",-46.2275886535645,-20.5064525604248,952,745.294682349759,13612
"2630",-46.2275009155273,-19.0005149841309,1093,1907.59373570701,13681
"2631",-46.2271995544434,-23.4683284759521,814,1016.40990514204,13474
"2632",-46.2267913818359,-20.6620903015137,833,1179.03531324147,13605
"2633",-46.2263031005859,-23.3121643066406,671,1281.30092895357,13482
"2634",-46.2260856628418,-19.1559257507324,960,1360.90550435517,13675
"2635",-46.2255210876465,-23.1560668945312,861,950.186651559886,13489
"2636",-46.2248649597168,-22.999979019165,990,923.896132919245,13496
"2637",-46.2247772216797,-21.1291923522949,988,939.549680642482,13583
"2638",-46.2246894836426,-19.3113651275635,1103,1202.46744431707,13667
"2639",-46.2242889404297,-21.2849006652832,797,1219.58695451842,13576
"2640",-46.2238616943359,-21.4407176971436,840,1492.66325329827,13568
"2641",-46.2238388061523,-22.6879043579102,1378,1476.48835301611,13511
"2642",-46.2235145568848,-21.5965385437012,982,1178.39188180329,13561
"2643",-46.2234954833984,-22.531909942627,1475,1161.05635201951,13518
"2644",-46.2232856750488,-21.7523460388184,1140,1074.75776999698,13554
"2645",-46.2232704162598,-22.375919342041,1232,1079.8013747922,13525
"2646",-46.2231063842773,-22.2199993133545,948,1278.12542352929,13532
"2647",-46.2230987548828,-21.9081916809082,1176,1242.87300318447,13547
"2648",-46.2220916748047,-19.6222801208496,1086,1066.22490588502,13885
"2649",-46.2209396362305,-19.7778377532959,972,1218.62680938213,13878
"2650",-46.2197608947754,-19.9333152770996,996,1321.10592667122,13870
"2651",-46.218921661377,-23.9861679077148,10,965.490416299104,13682
"2652",-46.2186584472656,-20.0888919830322,845,855.224030999453,13863
"2653",-46.2176322937012,-23.8299102783203,707,1256.28263211087,13690
"2654",-46.2165031433105,-23.673698425293,798,685.43654691551,13697
"2655",-46.2157707214355,-19.049768447876,1107,1172.95061701825,13911
"2656",-46.2154350280762,-23.5175189971924,778,351.398174270887,13704
"2657",-46.2150077819824,-20.7113399505615,812,823.251538014945,13834
"2658",-46.2145500183105,-23.3613624572754,682,727.754129786297,13711
"2659",-46.2143745422363,-19.2051582336426,1058,641.0633306534,13904
"2660",-46.2137565612793,-23.2052249908447,727,1126.1118756801,13719
"2661",-46.2136154174805,-21.0226764678955,967,355.088610054751,13820
"2662",-46.213062286377,-23.0491542816162,955,533.284967072064,13726
"2663",-46.2130432128906,-21.1784172058105,896,877.835259020907,13813
"2664",-46.2129440307617,-19.3605785369873,1114,116.377689486469,13897
"2665",-46.2125244140625,-21.3341274261475,848,972.760673202138,13805
"2666",-46.2125129699707,-22.8931007385254,1180,73.4625362945043,13733
"2667",-46.212100982666,-21.4898853302002,850,417.76516804065,13798
"2668",-46.211498260498,-21.8015441894531,1268,709.62371994989,13784
"2669",-46.2114181518555,-21.957405090332,1228,1123.95792265564,13776
"2670",-46.211296081543,-22.1132583618164,1261,563.465453920916,13769
"2671",-46.2103805541992,-19.6715354919434,1201,982.013328498938,13883
"2672",-46.2080497741699,-19.9825439453125,890,566.151564959019,13868
"2673",-46.2068939208984,-20.1381168365479,845,564.514135333665,13861
"2674",-46.2058410644531,-23.8790836334229,106,882.506821438358,13687
"2675",-46.2046966552734,-23.7228755950928,882,1420.21383070594,13695
"2676",-46.2040176391602,-20.6048641204834,1012,1051.25938449898,13839
"2677",-46.2040100097656,-19.0989742279053,1068,944.104380702959,13909
"2678",-46.2036590576172,-23.5666790008545,772,1057.19528686134,13702
"2679",-46.2027587890625,-23.4105453491211,641,969.823578695502,13709
"2680",-46.2025146484375,-20.9162006378174,852,1094.51729947595,13825
"2681",-46.2019538879395,-23.2544250488281,671,1211.79627138815,13716
"2682",-46.2018203735352,-21.0718727111816,1024,1462.61383285444,13818
"2683",-46.2012748718262,-23.0983448028564,824,1622.89290525731,13955
"2684",-46.2012138366699,-19.4098148345947,1156,1252.39706095088,14127
"2685",-46.200756072998,-21.3833656311035,870,1088.80090857624,14035
"2686",-46.2003364562988,-21.5390815734863,848,1040.42326602576,14028
"2687",-46.2002906799316,-22.7862682342529,997,1002.64976242377,13970
"2688",-46.1999893188477,-21.6949272155762,1098,1274.87602970789,14021
"2689",-46.1997299194336,-22.4743137359619,1524,1467.76700409974,13984
"2690",-46.19970703125,-21.8507423400879,1177,1378.68620637026,14013
"2691",-46.1974105834961,-19.8762359619141,1097,738.638028158615,14105
"2692",-46.1940460205078,-23.9282550811768,65,365.601696006892,13917
"2693",-46.1931991577148,-20.4984722137451,850,557.059836149686,14076
"2694",-46.1928901672363,-23.7720413208008,920,574.448157296348,13924
"2695",-46.192325592041,-20.6540794372559,890,185.253801712548,14069
"2696",-46.1922874450684,-19.1481914520264,950,306.723962956251,14139
"2697",-46.19189453125,-23.6158428192139,771,1134.42405596386,13931
"2698",-46.1914558410645,-20.8097133636475,783,596.573497649291,14062
"2699",-46.1909484863281,-23.459716796875,784,673.040552346686,13939
"2700",-46.1908302307129,-19.3036041259766,1123,768.403583083968,14132
"2701",-46.1907577514648,-20.9653968811035,838,1136.00519538955,14055
"2702",-46.1901741027832,-23.3035907745361,728,88.6377930489858,13946
"2703",-46.1900672912598,-21.1210899353027,877,712.916220933996,14047
"2704",-46.1895065307617,-23.1475296020508,744,523.270000500148,13953
"2705",-46.1889762878418,-21.4325523376465,841,426.095304719213,14033
"2706",-46.1885375976562,-21.588342666626,883,973.090281378368,14026
"2707",-46.1884841918945,-22.835428237915,1123,742.229144156627,13968
"2708",-46.1882133483887,-21.7441177368164,1147,921.738376006996,14018
"2709",-46.188159942627,-22.6794738769531,1088,285.260329073955,13975
"2710",-46.1881141662598,-19.6144676208496,1055,643.288998303665,14117
"2711",-46.1879348754883,-21.8999309539795,1187,428.172795983904,14011
"2712",-46.1878051757812,-22.3675575256348,1195,1059.78349968581,13989
"2713",-46.187744140625,-22.2116718292236,944,858.012659787637,13997
"2714",-46.1868934631348,-19.7699966430664,957,388.000824175256,14110
"2715",-46.1856498718262,-19.9254474639893,1048,687.501913847982,14103
"2716",-46.1823654174805,-20.3921089172363,800,916.77657338946,14081
"2717",-46.1820220947266,-19.0420589447021,1055,983.757076521761,14144
"2718",-46.1811180114746,-23.8212223052979,429,992.53338016152,13922
"2719",-46.1805686950684,-19.1974239349365,999,1397.2222658957,14137
"2720",-46.1805305480957,-20.7033271789551,786,1274.56570569479,14067
"2721",-46.180118560791,-23.6650485992432,793,1171.67642771282,13929
"2722",-46.1796684265137,-20.8589305877686,860,1568.62385816501,14290
"2723",-46.1791725158691,-23.5089073181152,748,1476.30983984429,14167
"2724",-46.1790771484375,-19.3528175354004,1147,1401.19252995868,14360
"2725",-46.1784057617188,-23.3527870178223,656,1227.49142888978,14175
"2726",-46.1783180236816,-21.1703128814697,899,957.633337322249,14276
"2727",-46.1777305603027,-23.1966876983643,732,911.51248671883,14182
"2728",-46.1777153015137,-21.3259944915771,816,1033.95634998081,14269
"2729",-46.1776962280273,-19.5082721710205,1098,988.161468799584,14353
"2730",-46.1772003173828,-21.4817199707031,853,1360.15703402909,14262
"2731",-46.1771507263184,-23.0406513214111,973,936.184661070271,14189
"2732",-46.1767539978027,-21.6375389099121,930,1103.11162095099,14254
"2733",-46.1767120361328,-22.8846340179443,1184,1277.7387438538,14196
"2734",-46.1764183044434,-21.7933139801025,1187,788.748531345936,14247
"2735",-46.1763916015625,-19.6637210845947,1101,764.168862614134,14346
"2736",-46.1763877868652,-22.7286643981934,1150,1111.01943056897,14204
"2737",-46.1762428283691,-21.9491443634033,1211,822.766459981998,14240
"2738",-46.1761322021484,-22.5726947784424,1449,768.016965688098,14211
"2739",-46.175952911377,-22.2608451843262,888,1156.31801972043,14225
"2740",-46.1751251220703,-19.8191986083984,907,881.587323284706,14339
"2741",-46.1739273071289,-19.9746742248535,855,1248.38832534312,14332
"2742",-46.1726989746094,-20.130220413208,808,812.837734498427,14324
"2743",-46.1702461242676,-19.0912647247314,1041,1113.53049736286,14373
"2744",-46.1693153381348,-23.8703956604004,38,832.838309499073,14151
"2745",-46.1688079833984,-19.2466526031494,1132,774.272097140445,14365
"2746",-46.1682968139648,-23.714225769043,793,245.490961638885,14158
"2747",-46.1673812866211,-23.5580654144287,805,405.52529069814,14165
"2748",-46.1665992736816,-23.401969909668,661,991.404499581382,14172
"2749",-46.1665306091309,-21.2195110321045,887,702.87468214065,14274
"2750",-46.1659317016602,-21.3752307891846,839,1234.47464346969,14266
"2751",-46.1659240722656,-19.5574836730957,1139,414.698300462765,14351
"2752",-46.1659164428711,-23.245885848999,662,905.417561121298,14180
"2753",-46.1654281616211,-21.5309162139893,850,746.549188936256,14259
"2754",-46.1653480529785,-23.0898418426514,806,463.101746075231,14187
"2755",-46.1649513244629,-22.9338340759277,1058,533.667038772166,14194
"2756",-46.1646423339844,-19.7129592895508,1058,905.038442622557,14344
"2757",-46.1646118164062,-21.8425121307373,1252,659.143268277656,14245
"2758",-46.1645889282227,-22.7778377532959,965,1015.01865158814,14201
"2759",-46.1644706726074,-21.9983310699463,1296,1136.86856349113,14238
"2760",-46.1643333435059,-22.6218795776367,1494,1036.15395481178,14209
"2761",-46.1642379760742,-22.4659519195557,1423,603.849802156562,14216
"2762",-46.1633453369141,-19.8683929443359,1048,1243.60788630099,14336
"2763",-46.1621475219727,-20.0239295959473,808,910.904675475335,14329
"2764",-46.1598777770996,-20.3349628448486,781,1068.53583959131,14315
"2765",-46.1588516235352,-20.4905166625977,796,1469.02733017908,14308
"2766",-46.157901763916,-20.6460952758789,938,1361.54064097367,14528
"2767",-46.1570053100586,-19.2958679199219,1131,984.879465309074,14591
"2768",-46.1564750671387,-23.763391494751,766,1297.46896167043,14384
"2769",-46.156177520752,-20.9573535919189,793,927.149500095171,14514
"2770",-46.1556053161621,-23.6072311401367,798,891.521492011556,14391
"2771",-46.155574798584,-19.4512805938721,1171,934.469603977159,14584
"2772",-46.155403137207,-21.1130180358887,836,1132.09045772701,14507
"2773",-46.1547775268555,-23.4511413574219,803,801.123468561705,14398
"2774",-46.1547431945801,-21.2686653137207,807,1301.46056855812,14499
"2775",-46.1541633605957,-19.6066780090332,1132,1162.71626913264,14577
"2776",-46.1541404724121,-21.4244174957275,814,854.935089494883,14492
"2777",-46.1541175842285,-23.295051574707,713,1107.04557990434,14405
"2778",-46.1536140441895,-21.5801753997803,895,631.327654329934,14485
"2779",-46.153564453125,-23.1390266418457,732,1126.86331329026,14413
"2780",-46.1532020568848,-21.7359199523926,1176,835.710759149067,14478
"2781",-46.1531372070312,-22.9830093383789,1163,680.435898926815,14420
"2782",-46.1528816223145,-19.7621803283691,925,1082.29810164227,14569
"2783",-46.1527671813965,-22.826997756958,1285,588.20556094481,14427
"2784",-46.1526298522949,-22.0475082397461,1281,863.174852517633,14463
"2785",-46.1524200439453,-22.5151500701904,1427,1139.51635564232,14442
"2786",-46.1515731811523,-19.9176025390625,899,588.092849538395,14562
"2787",-46.1503295898438,-20.0731258392334,812,312.412183275035,14555
"2788",-46.1482925415039,-19.0343723297119,1009,435.879518905572,14603
"2789",-46.148078918457,-20.3841819763184,788,1174.0841629312,14541
"2790",-46.146785736084,-19.1897125244141,1091,109.868021487272,14596
"2791",-46.1451568603516,-20.8509159088135,766,453.22288697582,14519
"2792",-46.1446876525879,-23.812572479248,2,857.914436683218,14381
"2793",-46.1443824768066,-21.0065612792969,814,978.680595587889,14512
"2794",-46.1438102722168,-23.6564350128174,781,1062.69177954494,14389
"2795",-46.143798828125,-19.500509262085,1129,1172.69439084508,14582
"2796",-46.1436424255371,-21.162239074707,908,1008.31413089375,14504
"2797",-46.1429862976074,-23.5003318786621,794,615.360529567526,14396
"2798",-46.1429557800293,-21.3178901672363,809,607.794891008279,14497
"2799",-46.1424331665039,-19.6559314727783,1069,931.831869510984,14574
"2800",-46.1423530578613,-21.4735851287842,856,559.167307378087,14490
"2801",-46.142333984375,-23.3442478179932,628,569.750768601217,14403
"2802",-46.1418151855469,-21.6293716430664,887,932.290073233468,14483
"2803",-46.1417770385742,-23.1881847381592,699,980.531649462436,14410
"2804",-46.1411209106445,-21.9409122467041,1199,867.443760589924,14468
