"","country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"1346","BRA","Brazil","Baldin","BRA0030169",45,-21.9833,-47.4404,"Biomass","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1078160",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1347","BRA","Brazil","Bambuí","BRA0031413",30,-20.0826,-46.0278,"Biomass","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1348","BRA","Brazil","Banco Santander Brasil","BRA0030483",1.8,-23.5435,-46.6265,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.55,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1349","BRA","Brazil","Banda de Couro","BRA0031607",32.9,-9.8288,-41.0624,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1116239",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,129.18,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"1350","BRA","Brazil","Bandeirante","BRA0030092",3,-26.7994,-53.6667,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084635",2017,NA,NA,NA,NA,NA,NA,NA,"",9.32,12.11,12.13,11.77,10.93,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1351","BRA","Brazil","Bandeirantes","BRA0031732",4.624,-23.4158,-46.7464,"Waste","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084635",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1352","BRA","Brazil","Bangu Shopping 2","BRA0033962",2.0544,-22.8749,-43.4578,"Gas","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,13.54,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1353","BRA","Brazil","Baraúnas I","BRA0031335",32.9,-9.8868,-41.1203,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,138.33,125.63,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"1354","BRA","Brazil","Baraúnas II","BRA0031667",25.85,-9.8412,-41.1037,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,102.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"1355","BRA","Brazil","Barbosa Lima Sobrinho (Antiga Eletrobolt)","BRA0027952",375.12,-22.7155,-43.6378,"Gas","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1049892",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2472.78,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1356","BRA","Brazil","Barcelos","BRA0000201",4.26,-0.963,-62.9241,"Oil","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,8.41,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1357","BRA","Brazil","Bariri (Álvaro de Souza Lima)","BRA0000203",136.8,-22.1533,-48.7525,"Hydro","","","",1969,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012550",2017,NA,NA,NA,NA,NA,NA,NA,"",595.66,540.11,598.55,552.34,486.03,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1358","BRA","Brazil","Barra","BRA0027174",5.2,-25.7667,-52.0833,"Hydro","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",22.82,25.14,24.32,21.39,20.53,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1359","BRA","Brazil","Barra","BRA0000207",40.4,-24.0242,-47.3556,"Hydro","","","",1986,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",129.96,181.88,167.78,160.9,149.47,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1360","BRA","Brazil","Barra Bioenergia","BRA0030047",136,-22.474,-48.5225,"Biomass","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1074647",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1361","BRA","Brazil","Barra Bonita","BRA0000208",140.76,-22.5194,-48.5344,"Hydro","","","",1963,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012553",2017,NA,NA,NA,NA,NA,NA,NA,"",484.57,555.75,579.1,563.82,500.1,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1362","BRA","Brazil","Barra Escondida","BRA0029560",2.25,-26.9039,-53.0297,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092574",2017,NA,NA,NA,NA,NA,NA,NA,"",7.1,9.24,9.23,9.7,9.3,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1363","BRA","Brazil","Barra Grande","BRA0027556",698.25,-27.7769,-51.1933,"Hydro","","","",2005,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1046662",2017,NA,NA,NA,NA,NA,NA,NA,"",2748.07,2616.21,2651.48,2529.65,2239.37,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1364","BRA","Brazil","Barra Grande de Lençóis","BRA0027055",62.9,-22.6213,-48.7473,"Biomass","","","",2003,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1365","BRA","Brazil","Barra da Paciência","BRA0027530",23,-18.95,-42.6,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1076675",2017,NA,NA,NA,NA,NA,NA,NA,"",66.36,78.16,75.35,87.63,67.45,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1366","BRA","Brazil","Barra do Braúna","BRA0000215",39,-21.45,-42.4,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1046656",2017,NA,NA,NA,NA,NA,NA,NA,"",134.32,162.98,156.81,158.52,140.94,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1367","BRA","Brazil","Barra do Rio Chapéu","BRA0029141",15.15,-28.0678,-49.1508,"Hydro","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1064721",2017,NA,NA,NA,NA,NA,NA,NA,"",48.28,64.42,57.23,61.79,57.67,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1368","BRA","Brazil","Barra dos Coqueiros","BRA0028757",90,-18.7233,-51.0031,"Hydro","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",328.62,377.5,365.52,396.73,364.58,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1369","BRA","Brazil","Barra dos Coqueiros","BRA0030296",34.5,-10.81,-36.9293,"Wind","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1088998",2017,NA,NA,NA,NA,NA,NA,NA,"",129.56,120.32,107.5,114.17,108.97,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"1370","BRA","Brazil","Barralcool","BRA0000227",30,-15.0282,-57.2014,"Biomass","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1066786",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1371","BRA","Brazil","Barulho","BRA0000234",1.32,-21.9983,-44.4039,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",1.97,3.96,3.8,3.81,3.27,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1372","BRA","Brazil","Basf Guaratinguetá","BRA0027388",3.05,-22.7766,-45.1595,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.02,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1373","BRA","Brazil","Basílica Nossa Senhora da Conceição Aparecida","BRA0030581",1.296,-22.843,-45.2205,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.56,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1374","BRA","Brazil","Batalha (Antiga Paulista)","BRA0029454",52.5,-17.35,-47.4833,"Hydro","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1077482",2017,NA,NA,NA,NA,NA,NA,NA,"",171.48,221.18,212.89,216,185.78,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1375","BRA","Brazil","Batatais","BRA0000236",3.9,-20.7537,-47.5664,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1376","BRA","Brazil","Batista","BRA0028187",2.704,-23.8397,-47.6531,"Hydro","","","",1912,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1081274",2017,NA,NA,NA,NA,NA,NA,NA,"",8.76,11.06,11.98,12.21,11.18,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1377","BRA","Brazil","Baturité","BRA0028529",11.48,-4.3246,-38.8755,"Oil","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,22.68,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1378","BRA","Brazil","Bayer","BRA0028004",3.84,-23.544,-46.6265,"Gas","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,25.31,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1379","BRA","Brazil","Bazan","BRA0027835",10.2,-21.0061,-47.9836,"Biomass","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1380","BRA","Brazil","Baía Formosa","BRA0028605",40,-6.4123,-35.0462,"Biomass","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1381","BRA","Brazil","Bebidas Ipiranga","BRA0028402",3.75,-21.1426,-47.8215,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.4,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1382","BRA","Brazil","Bela União (Trincheira)","BRA0030879",2.25,-27.7808,-54.3734,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",6.33,9.91,9.77,9.77,9.17,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1383","BRA","Brazil","Bela Vista","BRA0027917",9.8,-20.9362,-48.0708,"Biomass","","","",1977,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1384","BRA","Brazil","Belmonte","BRA0030091",3.6,-26.8333,-53.6667,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084634",2017,NA,NA,NA,NA,NA,NA,NA,"",11.19,15.05,15.08,14.65,13.64,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1385","BRA","Brazil","Belo Jardim","BRA0030599",43.839,-10.0055,-67.7205,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,86.62,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1386","BRA","Brazil","Belo Monte","BRA0030354",3327.45544,-3.1264,-51.775,"Hydro","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1042738",2017,NA,NA,NA,NA,NA,NA,NA,"",17396.84,16761.09,16507.75,16552.98,15594.91,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1387","BRA","Brazil","Bem Brasil","BRA0029497",2.125,-19.5641,-46.8975,"Biomass","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1388","BRA","Brazil","Benjamim Mário Baptista (Antiga Nova Sinceridade)","BRA0027207",9,-20.2139,-41.9889,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",27.71,36.13,31.86,35.92,31.58,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1389","BRA","Brazil","Benjamin Constant","BRA0000253",5.1,-4.3521,-70.0258,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10.07,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1390","BRA","Brazil","Benálcool","BRA0027906",4.2,-21.2276,-50.7655,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1391","BRA","Brazil","Bergamais","BRA0031550",1.92,-23.4735,-46.6361,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.79,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1392","BRA","Brazil","Bergamini","BRA0031528",2.72,-23.5435,-46.6266,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.37,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1393","BRA","Brazil","Berneck","BRA0029993",12,-25.5382,-49.3615,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1394","BRA","Brazil","Bertussi","BRA0030796",1,-28.8669,-50.939,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",1.66,3.12,3,3,2.59,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"1395","BRA","Brazil","Biancogrês","BRA0029586",5.11,-20.125,-40.2985,"Gas","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,33.68,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1396","BRA","Brazil","Big Umuarama","BRA0030412",1,-23.6758,-53.4052,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092814",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.97,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1397","BRA","Brazil","Bimbo","BRA0030206",1.016,-29.9405,-50.9825,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1398","BRA","Brazil","Bimbo do Brasil","BRA0031260",1.48,-23.5435,-46.6266,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.92,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"1399","BRA","Brazil","Bio Alvorada","BRA0030975",50,-18.4371,-49.1806,"Biomass","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"1400","BRA","Brazil","Bio Coopcana","BRA0028148",50,-23.2655,-52.4761,"Biomass","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1088385",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
