"","country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"2265","BRA","Brazil","José Barasuol (Antiga Linha 3 Leste)","BRA0028231",14.335,-28.2931,-53.8742,"Hydro","","","",2003,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1059267",2017,NA,NA,NA,NA,NA,NA,NA,"",46.05,66.7,66.59,62.89,62.07,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2266","BRA","Brazil","José Bonifácio","BRA0030270",19,-21.082,-49.912,"Biomass","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2267","BRA","Brazil","João Baptista de Lima Figueiredo","BRA0028700",3.5,-21.5828,-46.7467,"Hydro","","","",1952,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",10.99,15.37,12.5,12.78,12.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2268","BRA","Brazil","João Borges","BRA0029332",18.99,-27.7178,-50.6569,"Hydro","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1064720",2017,NA,NA,NA,NA,NA,NA,NA,"",73.14,87.92,85.56,86.09,73.64,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2269","BRA","Brazil","João Camilo Penna (Antiga Cachoeira do Emboque)","BRA0000473",22.02,-20.12,-42.3939,"Hydro","","","",1998,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012593",2017,NA,NA,NA,NA,NA,NA,NA,"",50.63,74.12,72.91,75.68,62.01,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2270","BRA","Brazil","João Franco","BRA0029644",1,-21.8344,-46.0919,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",3.58,4.72,4.39,4.37,4.21,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2271","BRA","Brazil","João Neiva","BRA0028347",3.5,-19.754,-40.3765,"Biomass","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2272","BRA","Brazil","João de Deus","BRA0001252",1.548,-19.6397,-45.1092,"Hydro","","","",1928,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",4.82,6.06,6.74,7.18,5.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2273","BRA","Brazil","Juazeiro do Norte","BRA0028534",14.76,-7.2094,-39.3061,"Oil","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,29.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2274","BRA","Brazil","Juba I","BRA0001268",42,-14.7483,-58.0739,"Hydro","","","",1995,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",149.88,190.37,183.17,171.28,172.91,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2275","BRA","Brazil","Juba II","BRA0001269",42,-14.7561,-58.0231,"Hydro","","","",1995,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",149.88,190.37,183.17,171.28,172.91,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2276","BRA","Brazil","Jucazinho","BRA0031081",1,-8.006,-35.6969,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",1.67,3.12,3,3.01,2.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2277","BRA","Brazil","Jucu","BRA0001272",4.84,-20.3953,-40.5708,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1011779",2017,NA,NA,NA,NA,NA,NA,NA,"",9.16,15.57,14.92,14.96,12.64,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2278","BRA","Brazil","Juiz de Fora","BRA0001276",87.048,-21.6855,-43.4475,"Gas","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1050808",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,573.81,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2279","BRA","Brazil","Juliões","BRA0030542",3.4,-20.4705,-44.2464,"Hydro","","","",2017,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1112291",2017,NA,NA,NA,NA,NA,NA,NA,"",6.45,11.1,10.65,10.68,9.04,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2280","BRA","Brazil","Junco Novo","BRA0029669",1.2,-10.5573,-37.0301,"Biomass","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2281","BRA","Brazil","Junqueira","BRA0001281",7.2,-19.9841,-47.7887,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2282","BRA","Brazil","Jupiá (Eng° Souza Dias)","BRA0001282",1551.2,-20.7758,-51.6267,"Hydro","","","",1969,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",4852.54,6079.57,6180.66,6141.57,5288.48,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2283","BRA","Brazil","Juremas","BRA0030660",16.1,-5.3898,-35.8463,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1086243",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,67.76,61.31,51.97,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"2284","BRA","Brazil","Juruena","BRA0001284",3.82682,-10.3591,-58.5821,"Oil","","","",2003,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.56,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2285","BRA","Brazil","Jurumirim (Armando Avellanal Laydner)","BRA0001285",100.956,-23.2094,-49.23,"Hydro","","","",1962,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1049107",2017,NA,NA,NA,NA,NA,NA,NA,"",350.97,430.07,418.03,439.38,373.96,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2286","BRA","Brazil","Jurupará","BRA0001286",7.2,-23.9622,-47.39,"Hydro","","","",1947,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1041907",2017,NA,NA,NA,NA,NA,NA,NA,"",23.22,27.38,30.17,31.06,25.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2287","BRA","Brazil","Juruá","BRA0001283",1.998,-3.4699,-66.0575,"Oil","","","",1993,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.94,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2288","BRA","Brazil","Jutaí","BRA0001288",4.54,-2.7382,-66.7589,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,8.97,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2289","BRA","Brazil","Juína","BRA0028168",2.648,-11.3033,-59.2236,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1011814",2017,NA,NA,NA,NA,NA,NA,NA,"",11.97,15.54,13.52,13.61,12.76,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2290","BRA","Brazil","Kaiser - Araraquara","BRA0028276",1.6,-21.79,-48.1665,"Oil","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2291","BRA","Brazil","Kappesberg","BRA0029933",1.44,-29.4724,-51.4116,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2292","BRA","Brazil","Kiarroz","BRA0030607",1.2,-28.6338,-49.2327,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2293","BRA","Brazil","Klabin Celulose","BRA0031098",330,-24.2436,-50.7414,"Biomass","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1114326",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2294","BRA","Brazil","Klabin Correia Pinto (Antiga Celucat)","BRA0030027",37.882,-27.5585,-50.303,"Biomass","","","",1969,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092789",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2295","BRA","Brazil","LABORATÓRIOS B BRAUN","BRA0033224",3.264,-22.8269,-43.0539,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.44,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2296","BRA","Brazil","LDC Bioenergia Lagoa da Prata (Antiga Louis Dreyfus Lagoa da Prata)","BRA0029717",85,-20.0709,-45.5429,"Biomass","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2297","BRA","Brazil","LDC Bioenergia Leme (Antiga Coinbra - Cresciumal)","BRA0027059",39.6,-22.1575,-47.2496,"Biomass","","","",1986,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2298","BRA","Brazil","LDC Bioenergia Rio Brilhante (Antiga Louis Dreyfus Rio Brilhante)","BRA0029718",90,-21.5139,-54.7018,"Biomass","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2299","BRA","Brazil","LEÃO LINHARES","BRA0033279",1.6608,-19.3256,-40.0606,"Oil","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.28,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2300","BRA","Brazil","LONDRINA NORTE SHOPPING","BRA0032670",2.5,-23.2821,-51.1416,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.93,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2301","BRA","Brazil","LOOP","BRA0033210",1.092,-22.5513,-47.3597,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.15,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2302","BRA","Brazil","LUTEPEL INDÚSTRIA E COMÉRCIO DE PAPEL","BRA0032591",3.2,-22.5956,-48.7869,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2303","BRA","Brazil","Lafarge Brasil SA","BRA0032794",1.44,-23.9101,-48.8623,"Oil","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2304","BRA","Brazil","Lageado","BRA0027013",1.776,-9.8394,-48.2919,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1046848",2017,NA,NA,NA,NA,NA,NA,NA,"",3.63,6.31,6.09,6.11,5.38,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2305","BRA","Brazil","Lago Azul","BRA0029173",2,-17.2536,-47.6785,"Biomass","","","",1982,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1074358",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2306","BRA","Brazil","Lago Azul","BRA0001298",3.992,-17.2799,-47.5251,"Hydro","","","",1990,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1074358",2017,NA,NA,NA,NA,NA,NA,NA,"",12.78,17.01,15.28,17,12.07,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2307","BRA","Brazil","Lagoa Grande","BRA0029057",25.6,-12.1525,-46.8177,"Hydro","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1072302",2017,NA,NA,NA,NA,NA,NA,NA,"",85.9,112.97,87.46,107.85,95.57,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2308","BRA","Brazil","Lagoa do Mato","BRA0028652",3.23,-4.5891,-37.6377,"Wind","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1062906",2017,NA,NA,NA,NA,NA,NA,NA,"",10.55,8.32,9.18,6.97,6.94,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"2309","BRA","Brazil","Lajeado","BRA0031438",8.838,-19.0572,-52.5308,"Hydro","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",26.51,38.23,35.49,33.22,35.88,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2310","BRA","Brazil","Lajeado do Posto","BRA0029898",1,-26.5439,-52.3694,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092791",2017,NA,NA,NA,NA,NA,NA,NA,"",3.3,3.92,3.91,3.79,4.08,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2311","BRA","Brazil","Lajes","BRA0001305",2.07,-6.7819,-48.1508,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1072290",2017,NA,NA,NA,NA,NA,NA,NA,"",6.19,9.16,8.74,9.2,8.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2312","BRA","Brazil","Lambedor","BRA0030151",1.0008,-27.1456,-52.8392,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092792",2017,NA,NA,NA,NA,NA,NA,NA,"",1.67,3.13,3.01,3.02,2.61,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2313","BRA","Brazil","Laminados Triunfo","BRA0030249",1.5,-10.0085,-67.7578,"Biomass","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2314","BRA","Brazil","Lanchinha","BRA0030860",28,-6.1236,-36.7025,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1094548",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,103.35,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"2315","BRA","Brazil","Lanxess Geração","BRA0033728",3.6744,-23.2081,-47.5661,"Oil","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.26,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2316","BRA","Brazil","Laranjal do Jari","BRA0001311",8.675,-0.8232,-52.5169,"Oil","","","",1994,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,17.14,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2317","BRA","Brazil","Laranjeiras","BRA0030190",4.825,-7.6571,-35.3309,"Biomass","","","",2004,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2318","BRA","Brazil","Latasa Santa Cruz","BRA0028425",4.48,-22.899,-43.1985,"Oil","","","",2005,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,8.85,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
